pc_select               	table tag               	table_match             	table tag               	table_match             	table tag               	table_match             	table tag               	table_match             	table tag               	table_match             	table tag               	table_match             	table tag               	table_match             	table tag               	table_match             	
000100010011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000100010011            	000000000001            	000100010011            	000000000001            	000100010011            	000000000001            	
000110011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110011000            	000000000001            	000110011000            	000000000001            	000110011000            	000000000001            	
000110100101            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110100101            	000000000001            	000110100101            	000000000001            	000110100101            	000000000001            	
000110100110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110100110            	000000000001            	000110100110            	000000000001            	000110100110            	000000000001            	
000110101000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110101000            	000000000001            	000110101000            	000000000001            	000110101000            	000000000001            	
000110110001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110110001            	000000000001            	000110110001            	000000000001            	000110110001            	000000000001            	
000110110101            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110110101            	000000000001            	000110110101            	000000000001            	000110110101            	000000000001            	
000110110110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110110110            	000000000001            	000000000000            	000000000000            	000110110110            	000000000001            	
000110001000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110001000            	000000000001            	000000000000            	000000000000            	000110001000            	000000000001            	
000011001010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011001010            	000000000001            	000011001010            	000000000001            	000011001010            	000000000001            	
000011010100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011010100            	000000000001            	000011010100            	000000000001            	000011010100            	000000000001            	
000100000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000100000000            	000000000001            	000100000000            	000000000001            	000100000000            	000000000001            	
000101010011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101010011            	000000000001            	000101010011            	000000000001            	000101010011            	000000000001            	
000101010111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101010111            	000000000001            	000101010111            	000000000001            	000101010111            	000000000001            	
000101011001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101011001            	000000000001            	000101011001            	000000000001            	000101011001            	000000000001            	
000101101010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101101010            	000000000001            	000101101010            	000000000001            	000101101010            	000000000001            	
000101101111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101101111            	000000000001            	000101101111            	000000000001            	000101101111            	000000000001            	
000100010011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000100010011            	000000000001            	000100010011            	000000000001            	000100010011            	000000000001            	
000101011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101011000            	000000000001            	000101011000            	000000000001            	000101011000            	000000000001            	
000110011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110011000            	000000000001            	000110011000            	000000000001            	000110011000            	000000000001            	
000101010011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101010011            	000000000001            	000101010011            	000000000001            	000101010011            	000000000001            	
000101010111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101010111            	000000000001            	000101010111            	000000000001            	000101010111            	000000000001            	
000101011001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101011001            	000000000001            	000101011001            	000000000001            	000101011001            	000000000001            	
000101101010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101101010            	000000000001            	000101101010            	000000000001            	000101101010            	000000000001            	
000101101111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101101111            	000000000001            	000101101111            	000000000001            	000101101111            	000000000001            	
000100010011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000100010011            	000000000001            	000100010011            	000000000001            	000100010011            	000000000001            	
000101011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101011000            	000000000001            	000101011000            	000000000001            	000101011000            	000000000001            	
000110011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110011000            	000000000001            	000110011000            	000000000001            	000110011000            	000000000001            	
000110100101            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110100101            	000000000001            	000110100101            	000000000001            	000110100101            	000000000001            	
000110101100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110101100            	000000000001            	000110101100            	000000000001            	000110101100            	000000000001            	
000011001010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011001010            	000000000001            	000011001010            	000000000001            	000011001010            	000000000001            	
000010111111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000010111111            	000000000001            	000010111111            	000000000001            	000010111111            	000000000001            	
000011000100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011000100            	000000000001            	000011000100            	000000000001            	000011000100            	000000000001            	
000011011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011011000            	000000000001            	000011011000            	000000000001            	000011011000            	000000000001            	
000101111110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101111110            	000000000001            	000101111110            	000000000001            	000101111110            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000111            	000000000001            	000110000111            	000000000001            	000110000111            	000000000001            	
000011110010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011110010            	000000000001            	000011110010            	000000000001            	000011110010            	000000000001            	
000011110011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011110011            	000000000001            	000000000000            	000000000000            	000011110011            	000000000001            	
000011111110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011111110            	000000000001            	000011111110            	000000000001            	000011111110            	000000000001            	
000101000111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101000111            	000000000001            	000101000111            	000000000001            	000101000111            	000000000001            	
000101010100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101010100            	000000000001            	000000000000            	000000000000            	000101010100            	000000000001            	
000101011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101011000            	000000000001            	000101011000            	000000000001            	000101011000            	000000000001            	
000110011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110011000            	000000000001            	000110011000            	000000000001            	000110011000            	000000000001            	
000110110010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110110010            	000000000001            	000110110010            	000000000001            	000110110010            	000000000001            	
000111000110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111000110            	000000000001            	000111000110            	000000000001            	000111000110            	000000000001            	
000111101000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111101000            	000000000001            	000111101000            	000000000001            	000111101000            	000000000001            	
000000100001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000100001            	000000000001            	000000100001            	000000000001            	000000100001            	000000000001            	
000000100110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000100110            	000000000001            	000000100110            	000000000001            	000000100110            	000000000001            	
000110100010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110100010            	000000000001            	000110100010            	000000000001            	000110100010            	000000000001            	
000110110101            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110110101            	000000000001            	000110110101            	000000000001            	000110110101            	000000000001            	
000111101101            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111101101            	000000000001            	000111101101            	000000000001            	000111101101            	000000000001            	
000011000010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011000010            	000000000001            	000011000010            	000000000001            	000011000010            	000000000001            	
000011001010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011001010            	000000000001            	000011001010            	000000000001            	000011001010            	000000000001            	
000011010100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011010100            	000000000001            	000011010100            	000000000001            	000011010100            	000000000001            	
000100000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000100000000            	000000000001            	000100000000            	000000000001            	000100000000            	000000000001            	
000101010011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101010011            	000000000001            	000101010011            	000000000001            	000101010011            	000000000001            	
000101010111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101010111            	000000000001            	000101010111            	000000000001            	000101010111            	000000000001            	
000101011001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101011001            	000000000001            	000101011001            	000000000001            	000101011001            	000000000001            	
000101101010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101101010            	000000000001            	000101101010            	000000000001            	000101101010            	000000000001            	
000101101111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101101111            	000000000001            	000101101111            	000000000001            	000101101111            	000000000001            	
000101110100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101110100            	000000000001            	000101110100            	000000000001            	000101110100            	000000000001            	
000101111000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101111000            	000000000001            	000101111000            	000000000001            	000101111000            	000000000001            	
000101110111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101110111            	000000000001            	000101110111            	000000000001            	000101110111            	000000000001            	
000011011010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011011010            	000000000001            	000011011010            	000000000001            	000011011010            	000000000001            	
000011111110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011111110            	000000000001            	000011111110            	000000000001            	000011111110            	000000000001            	
000111010011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111010011            	000000000001            	000111010011            	000000000001            	000111010011            	000000000001            	
000101111110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000101111110            	000000000001            	000101111110            	000000000001            	000101111110            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000011            	000000000001            	000110000011            	000000000001            	000110000011            	000000000001            	
000110000111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000110000111            	000000000001            	000110000111            	000000000001            	000110000111            	000000000001            	
000111100001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111100001            	000000000001            	000111100001            	000000000001            	000111100001            	000000000001            	
000011111000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011111000            	000000000001            	000011111000            	000000000001            	000011111000            	000000000001            	
000011111100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000011111100            	000000000001            	000011111100            	000000000001            	000011111100            	000000000001            	
000100011111            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000100011111            	000000000001            	000100011111            	000000000001            	000100011111            	000000000001            	
000111100110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111100110            	000000000001            	000111100110            	000000000001            	000111100110            	000000000001            	
000111101001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111101001            	000000000001            	000111101001            	000000000001            	000111101001            	000000000001            	
000111111010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111111010            	000000000001            	000111111010            	000000000001            	000111111010            	000000000001            	
000111111110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000111111110            	000000000001            	000111111110            	000000000001            	000111111110            	000000000001            	
000000000001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000001            	000000000001            	000000000001            	000000000001            	000000000001            	000000000001            	
000000000100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000100            	000000000001            	000000000100            	000000000001            	000000000100            	000000000001            	
000000011000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000011000            	000000000001            	000000011000            	000000000001            	000000011000            	000000000001            	
000000101100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000101100            	000000000001            	000000101100            	000000000001            	000000101100            	000000000001            	
000001000001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001000001            	000000000001            	000001000001            	000000000001            	000001000001            	000000000001            	
000001001011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001001011            	000000000001            	000001001011            	000000000001            	000001001011            	000000000001            	
000001011011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001011011            	000000000001            	000001011011            	000000000001            	000001011011            	000000000001            	
000001011110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001011110            	000000000001            	000001011110            	000000000001            	000001011110            	000000000001            	
000001100001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001100001            	000000000001            	000001100001            	000000000001            	000001100001            	000000000001            	
000001100100            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001100100            	000000000001            	000001100100            	000000000001            	000001100100            	000000000001            	
000001101010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001101010            	000000000001            	000001101010            	000000000001            	000001101010            	000000000001            	
000001101101            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001101101            	000000000001            	000001101101            	000000000001            	000001101101            	000000000001            	
000001110000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001110000            	000000000001            	000001110000            	000000000001            	000001110000            	000000000001            	
000001110010            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000001110010            	000000000001            	000001110010            	000000000001            	000001110010            	000000000001            	
000010010110            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000010010110            	000000000001            	000010010110            	000000000001            	000010010110            	000000000001            	
000000011011            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000011011            	000000000001            	000000011011            	000000000001            	000000011011            	000000000001            	
000000111001            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000000000            	000000111001            	000000000001            	000000111001            	000000000001            	000000111001            	000000000001            	
